excluded_reason,title,price,location,date,model,storage,price_num,normalized_link
Accessory / non-phone,敬騰通訊_IPHONE 14 256G 紅 電池92% (3975) 無盒台中實體店面安全保證 ✔️零元取機/舊機貼換,"NT$13,500","Taichung, Taiwan",2025-06-27,iPhone 14,256,13500.0,https://www.facebook.com/marketplace/item/2156054648151807/
Accessory / non-phone,IPHONE14PRO 256G 紫色 6.1吋 邊框有空壓殼痕跡 螢幕刮傷玻璃貼覆蓋不明顯、已反映在價格上 可免卡分期 可舊機折抵 歡迎來店看機,"NT$16,500","Tainan, Taiwan",2025-06-27,iPhone 14 Pro,256,16500.0,https://www.facebook.com/marketplace/item/1278330266908504/
Accessory / non-phone,iPhone 15pro藍128/256GB剛過保 台中店取可貼換,"NT$23,000","Taichung, Taiwan",2025-06-27,iPhone 15 Pro,128,23000.0,https://www.facebook.com/marketplace/item/1006033774701816/
Accessory / non-phone,犀牛盾 專用邊條 iPhone 12 Pro Max 粉紅飾條和配件,NT$40,"Taipei, Taiwan",2025-06-27,iPhone 12 Pro Max,Unknown,40.0,https://www.facebook.com/marketplace/item/1040700568188609/
Accessory / non-phone,敬騰通訊_IPHONE SE3 64G 白 電池100% (9970) 無盒台中實體店面安全保證 ✔️零元取機/舊機貼換,"NT$5,500","Taichung, Taiwan",2025-06-27,Unknown,64,5500.0,https://www.facebook.com/marketplace/item/1406788797192952/
Accessory / non-phone,iPhone SE3 128G 黑 功能正常 配件齊全 4.7吋,"NT$2,500",Changhua,2025-06-27,Unknown,128,2500.0,https://www.facebook.com/marketplace/item/662708103266279/
Accessory / non-phone,"Iphone 手機殼-15 pro max, 16 pro, 16 pro max",$300,"Kaohsiung, Taiwan",2025-06-27,Multiple,Unknown,300.0,https://www.facebook.com/marketplace/item/2154421598354925/
Unknown model,iPhone Se3 64 白 99% 有盒無傷,"NT$6,000","Kaohsiung, Taiwan",2025-06-27,Unknown,64,6000.0,https://www.facebook.com/marketplace/item/698429586495485/
Unknown model,Iphone se2 紅色 128G 原廠盒裝,"NT$3,500","Taoyuan District, Taoyuan",2025-06-27,Unknown,128,3500.0,https://www.facebook.com/marketplace/item/959266729553067/
Accessory / non-phone,超新iphone 16Promax 白256GB保固2026/4/3，循環43電池100%台中店面取貨可貼換二手可折抵,"NT$37,500","Taichung, Taiwan",2025-06-27,iPhone 16 Pro Max,256,37500.0,https://www.facebook.com/marketplace/item/1038954941764941/
Unknown model,蘋果 Apple iphone se2 64G 2代 外觀9成新 便宜工作機 板橋實體店面 功能正常,"NT$3,700",New Taipei City,2025-06-27,Unknown,64,3700.0,https://www.facebook.com/marketplace/item/1425281625282645/
Accessory / non-phone,HODA iPhone 16 pro 柔石軍規防摔保護殼 手機殼,NT$600,"Kaohsiung, Taiwan",2025-06-27,iPhone 16 Pro,Unknown,600.0,https://www.facebook.com/marketplace/item/3464733250500724/
Accessory / non-phone,iPhone 15ProMax 256G 藍色 電池86%🍎✨外觀漂亮😻盒裝配件完整,"NT$28,800","Taoyuan District, Taoyuan",2025-06-27,iPhone 15 Pro Max,256,28800.0,https://www.facebook.com/marketplace/item/1012250970713276/
Accessory / non-phone,iPhone SE 3 (2022) 午夜色 黑色 128GB 附casetify 手機殼 保護貼,"NT$6,000","Taichung, Taiwan",2025-06-27,Unknown,128,6000.0,https://www.facebook.com/marketplace/item/1265291561851144/
Unknown model,Iphone SE3,"NT$5,800","Yünlin, Taiwan",2025-06-27,Unknown,Unknown,5800.0,https://www.facebook.com/marketplace/item/1629955717666718/
Unknown model,iPhone 11 Plus max,"NT$5,000","Taipei, Taiwan",2025-06-27,Unknown,Unknown,5000.0,https://www.facebook.com/marketplace/item/572081239307933/
Accessory / non-phone,iPhone 13 128🉑貼換 台中 彰化 雲林 南投 嘉義 台南 皆可面交 Line: kai950303,"NT$10,000","Taichung, Taiwan",2025-06-27,iPhone 13,128,10000.0,https://www.facebook.com/marketplace/item/497771406715473/
Accessory / non-phone,iphone16 Pro手機殼組合包（Apple原廠矽膠/JTLEGEND/Supcase）,"NT$1,800","Taichung, Taiwan",2025-06-27,iPhone 16 Pro,Unknown,1800.0,https://www.facebook.com/marketplace/item/1398404454694485/
Accessory / non-phone,iPhone 13 pro 128G 後殼已經修好 配件全 功能都正常 可以面交,"NT$2,500","Taichung, Taiwan",2025-06-27,iPhone 13 Pro,128,2500.0,https://www.facebook.com/marketplace/item/1652473932333087/
Accessory / non-phone,廠牌👉iPhone 16 規格👉6.1吋 128g 白 配件👉盒裝 配件全新 機況👉外觀完美 功能正常 保固👉保固到明年5月29日 僅使用20天,"NT$22,500","Tainan, Taiwan",2025-06-27,iPhone 16,128,22500.0,https://www.facebook.com/marketplace/item/1297759341776097/
Accessory / non-phone,二手9.99新 ，剛買ㄧ個月 【出售】IPhone 16e 256G 【備註】9.9999新 【電池】100% 【循環】32 【保固】原廠保固到明年4/19 【配件】 含充電線 【售價】 $2050,"$20,500",New Taipei City,2025-06-27,iPhone 16E,256,20500.0,https://www.facebook.com/marketplace/item/678122774858284/
Accessory / non-phone,敬騰通訊_現貨未拆封IPHONE 16PROMAX 256G 原鈦 全新台中面交安全保證 ✔️零元取機/舊機貼換,"NT$39,300","Taichung, Taiwan",2025-06-27,iPhone 16 Pro Max,256,39300.0,https://www.facebook.com/marketplace/item/1738337906770095/
Accessory / non-phone,iphone 12pro 128g 健康84%，手機都正常，送會發光的鋼化玻璃，全新充電線，磁吸殼.,"NT$3,980","Taoyuan District, Taoyuan",2025-06-27,iPhone 12 Pro,128,3980.0,https://www.facebook.com/marketplace/item/689384540645879/
Accessory / non-phone,iPhone 14 256G 紫色 電池82%🍎✨外觀漂亮😻盒裝配件完整,"NT$14,500","Taoyuan District, Taoyuan",2025-06-27,iPhone 14,256,14500.0,https://www.facebook.com/marketplace/item/714175554664594/
Accessory / non-phone,iPhone XS Max 256G 金 功能正常 配件齊全 6.5吋,"NT$2,500",Changhua,2025-06-27,iPhone XS,256,2500.0,https://www.facebook.com/marketplace/item/1016165300689827/
Accessory / non-phone,iPhone 12 PRO MAX 256g 白 電池75% 無盒裝有配件,"NT$13,500","Taipei, Taiwan",2025-06-27,iPhone 12 Pro Max,256,13500.0,https://www.facebook.com/marketplace/item/705968792244015/
Accessory / non-phone,售 iPhone 15 Pro Max 256G 原鈦色 機美無傷 配件齊全,"NT$11,000","Taichung, Taiwan",2025-06-27,iPhone 15 Pro Max,256,11000.0,https://www.facebook.com/marketplace/item/1029203325842058/
Unknown model,Apple 中古 蘋果 便宜賣iPhone 1５ Pro Max 原色 電池健康度100% 機況9成新,"NT$4,500","Taoyuan District, Taoyuan",2025-06-27,Unknown,Unknown,4500.0,https://www.facebook.com/marketplace/item/699842159624046/
Accessory / non-phone,全新未拆iPhone 16 pro/ max原廠矽膠藍寶石殼,"NT$1,000","Taichung, Taiwan",2025-06-27,iPhone 16 Pro,Unknown,1000.0,https://www.facebook.com/marketplace/item/1637810246920236/
Unknown model,❗️高價回收iPhone 系列商品♻️中古二手機、續約機、全新機、平板、手錶、電腦,"NT$16,888","Yüanlin, T'Ai-Wan, Taiwan",2025-06-27,Unknown,Unknown,16888.0,https://www.facebook.com/marketplace/item/710408665113179/
Accessory / non-phone,敬騰通訊_IPHONE 16PLUS 128G 電池97% (8906) 保固2025/9 無盒台中實體店面安全保證 ✔️零元取機/舊機貼換,"NT$26,000","Taichung, Taiwan",2025-06-27,iPhone 16 Plus,128,26000.0,https://www.facebook.com/marketplace/item/1346585166422891/
Unknown model,iPhone零件機,"NT$99,999","Taoyuan District, Taoyuan",2025-06-27,Unknown,Unknown,99999.0,https://www.facebook.com/marketplace/item/736294862247020/
Accessory / non-phone,敬騰通訊_IPHONE 14 128G 黑 電池93% (5004) 無盒台中實體店面安全保證 ✔️零元取機/舊機貼換,"NT$12,500","Taichung, Taiwan",2025-06-27,iPhone 14,128,12500.0,https://www.facebook.com/marketplace/item/2088621191632774/
Accessory / non-phone,👉 📱iPhone 15 128G 藍黑粉三色現貨⚡電池健康98%🔥$16500起送殼＋貼！數量有限！,"NT$16,500","Taichung, Taiwan",2025-06-27,iPhone 15,128,16500.0,https://www.facebook.com/marketplace/item/661416253409029/
Unknown model,Iphone Se3/64 黑,"NT$5,500",New Taipei City,2025-06-27,Unknown,64,5500.0,https://www.facebook.com/marketplace/item/1674462756552023/
Accessory / non-phone,全新iPhone蘋果圓孔有線耳機,NT$249,"Taipei, Taiwan",2025-06-27,Unknown,Unknown,249.0,https://www.facebook.com/marketplace/item/700018865823352/
Accessory / non-phone,iPhone 15Pro 256G 原色 電池91%🍎✨機美😻盒裝配件完整,"NT$25,000","Taoyuan District, Taoyuan",2025-06-27,iPhone 15 Pro,256,25000.0,https://www.facebook.com/marketplace/item/1070749017818026/
Unknown model,iPhone SE2 128G 紅,"NT$1,000","Tainan, Taiwan",2025-06-27,Unknown,128,1000.0,https://www.facebook.com/marketplace/item/1522287472081858/
Accessory / non-phone,低價出售 iphone12 256G 綠色 全機無傷 無拆機 無泡水 配件齊全.,"NT$4,500","Taichung, Taiwan",2025-06-27,iPhone 12,256,4500.0,https://www.facebook.com/marketplace/item/1448281986354574/
Accessory / non-phone,iphone 12 mini 256GB 黑色 配件齊全 功能正常,"NT$4,200",New Taipei City,2025-06-27,iPhone 12 mini,256,4200.0,https://www.facebook.com/marketplace/item/1635987667119667/
Accessory / non-phone,iphone 15 pro （惡魔手機殼devilcase） 二手殼如圖，售出不退，含運299不議。原價1千多,NT$299,New Taipei City,2025-06-26,iPhone 15 Pro,Unknown,299.0,https://www.facebook.com/marketplace/item/1440582670400495/
Unknown model,♥️se3 黑 🔋82% 256G,"NT$6,500","Taipei, Taiwan",2025-06-26,Unknown,256,6500.0,https://www.facebook.com/marketplace/item/1199349618509473/
Accessory / non-phone,￼UAG iPhone 13 （透明） ￼ 耐衝擊 保護殼和SPACESUIT 輪胎盾 (𝐢𝐏𝐡𝐨𝐧𝐞 𝟏3殼）,NT$400,"Taipei, Taiwan",2025-06-26,iPhone 13,Unknown,400.0,https://www.facebook.com/marketplace/item/1035336738113238/
Accessory / non-phone,售 iPhone15 Pro UAG手機殼,NT$300,New Taipei City,2025-06-26,iPhone 15 Pro,Unknown,300.0,https://www.facebook.com/marketplace/item/966454545453651/
Accessory / non-phone,全新手機殼iPhone 13和15 便宜賣,NT$50,New Taipei City,2025-06-26,iPhone 13,Unknown,50.0,https://www.facebook.com/marketplace/item/1375947096948665/
Accessory / non-phone,iPhone 15 plus手機殼,NT$400,New Taipei City,2025-06-26,iPhone 15 Plus,Unknown,400.0,https://www.facebook.com/marketplace/item/1959059674840143/
Accessory / non-phone,iPhone 13 Pro Max可愛質感手機殼,NT$50,"Taipei, Taiwan",2025-06-26,iPhone 13 Pro Max,Unknown,50.0,https://www.facebook.com/marketplace/item/714744524464561/
Unknown model,Se3 黑 256G 🔋82%,"NT$6,500","Taipei, Taiwan",2025-06-26,Unknown,256,6500.0,https://www.facebook.com/marketplace/item/2115351058906116/
Accessory / non-phone,原廠$21900、便宜2400元 【出售】 全新機IPhone 16e 128G 【備註】全新 【保固】公司貨 原廠保固一年 【配件】 全新 【售價】 $19500 【電話/LINE】0909333,"$19,500",New Taipei City,2025-07-03,iPhone 16E,128,19500.0,https://www.facebook.com/marketplace/item/2105496299925771/
Accessory / non-phone,Spacesuit iPhone 16e手機殼,NT$300,"Taipei, Taiwan",2025-07-03,iPhone 16E,Unknown,300.0,https://www.facebook.com/marketplace/item/763577926025480/
Accessory / non-phone,IPHONE X手機保護殼,NT$100,New Taipei City,2025-07-03,iPhone X,Unknown,100.0,https://www.facebook.com/marketplace/item/1265020434983602/
Accessory / non-phone,iPhone 16 plus 128G(贈Switcheasy nude系列磁吸殼),"NT$25,500","Taoyuan District, Taoyuan",2025-07-03,iPhone 16 Plus,128,25500.0,https://www.facebook.com/marketplace/item/1073176801406864/
Accessory / non-phone,iPhone 14 Pro Max 1TB ￼紫色（連UAG殼+保護貼）￼不議價￼,"NT$25,000",New Taipei City,2025-07-03,iPhone 14 Pro Max,1024,25000.0,https://www.facebook.com/marketplace/item/1200123801909981/
Accessory / non-phone,Iphone 13 pro max 貼換16e / 16 送全新 小惡魔手機殼 保護貼,"NT$15,000","Taoyuan District, Taoyuan",2025-07-03,iPhone 13 Pro Max,Unknown,15000.0,https://www.facebook.com/marketplace/item/1063472759212380/
Unknown model,16plus128g綠（原盒、🔋100%,"NT$18,000","Hsinchu, Taiwan",2025-07-03,Unknown,128,18000.0,https://www.facebook.com/marketplace/item/707747355503558/
Accessory / non-phone,【出售】: IPhone 15 128g 【容量】：128G 【顏色】：藍 【電池】：88% 【價格】：$17500可議價 【配件】：盒裝 【交易】：台南面交,"$17,500","Tainan, Taiwan",2025-07-03,iPhone 15,128,17500.0,https://www.facebook.com/marketplace/item/1282681986570884/
Accessory / non-phone,iPhone 13 ProMAX 256G 高山綠 無盒 送手機殼,"NT$14,000","Taoyuan District, Taoyuan",2025-07-03,iPhone 13 Pro Max,256,14000.0,https://www.facebook.com/marketplace/item/501316859710529/
Accessory / non-phone,底價急！！！iPhone 12 promax 256G 手機無傷配件都在送耳機！！！,"NT$3,000","Kaohsiung, Taiwan",2025-07-03,iPhone 12 Pro Max,256,3000.0,https://www.facebook.com/marketplace/item/1247899613496739/
Accessory / non-phone,iphone 12pro 128g 健康84%，手機都正常，送會發光的鋼化玻璃，全新充電線，磁吸殼.,"NT$3,600","Taichung, Taiwan",2025-07-03,iPhone 12 Pro,128,3600.0,https://www.facebook.com/marketplace/item/718347860842179/
Accessory / non-phone,iPhone 14 pro 128G 配件齊全 無傷 可以面交,"NT$4,500","Taichung, Taiwan",2025-07-03,iPhone 14 Pro,128,4500.0,https://www.facebook.com/marketplace/item/1964153286483870/
Accessory / non-phone,iPhone 14 pro 128G 後殼已經修好 配件齊,"NT$4,800","Taichung, Taiwan",2025-07-03,iPhone 14 Pro,128,4800.0,https://www.facebook.com/marketplace/item/1239947001111130/
Unknown model,iPhone se2,"$3,500","Yüanlin, T'Ai-Wan, Taiwan",2025-07-03,Unknown,Unknown,3500.0,https://www.facebook.com/marketplace/item/1436245264386176/
Accessory / non-phone,iPhone SE3 128G 黑 功能正常 配件齊全 4.7吋,"NT$2,500",Changhua,2025-07-03,Unknown,128,2500.0,https://www.facebook.com/marketplace/item/1035616032021146/
Accessory / non-phone,台中一中賣 IPHONE12PRO 256G 金色 電池100% 送玻璃貼跟防摔殼 要買要快唷!!!,"NT$10,000","Taichung, Taiwan",2025-07-03,iPhone 12 Pro,256,10000.0,https://www.facebook.com/marketplace/item/1887387072062689/
Accessory / non-phone,iPhone 13 Pro 256G 天峰藍 有盒 送手機殼+玻璃貼,"NT$13,500","Taoyuan District, Taoyuan",2025-07-03,iPhone 13 Pro,256,13500.0,https://www.facebook.com/marketplace/item/1478013556894052/
Missing price,"A$3,500",N/A,"Taichung, Taiwan",2025-07-03,Unknown,Unknown,,https://www.facebook.com/marketplace/item/696755973126225/
Accessory / non-phone,IPhone 14 Pro Maps 256美版無鎖使用中不用卡貼直接反映在價錢 換過電池，目前87￼ 紫色台中面交,"NT$17,500","Taichung, Taiwan",2025-07-03,iPhone 14 Pro,256,17500.0,https://www.facebook.com/marketplace/item/1437229580745436/
Accessory / non-phone,低價出售 iphone12 256G 綠色 全機無傷 無拆機 無泡水 配件齊全.,"NT$4,500",Neipu,2025-07-03,iPhone 12,256,4500.0,https://www.facebook.com/marketplace/item/1247672860352618/
Accessory / non-phone,iPhone 11【容量】128G【顏色】白色 配件齊全 功能正常,"NT$2,800",Changhua,2025-07-03,iPhone 11,128,2800.0,https://www.facebook.com/marketplace/item/1897273837673626/
Accessory / non-phone,iPhone 12 128G 後殼已經修好 配件齊全 功能正常 電池健康 89% 低價出售,"NT$1,700","Taichung, Taiwan",2025-07-03,iPhone 12,128,1700.0,https://www.facebook.com/marketplace/item/1039687841700092/
Price is zero,高雄可面交👌完美無傷 iPhone 14 pro/14 pro max 128/256G,Free,"Kaohsiung, Taiwan",2025-07-03,iPhone 14 Pro,128,0.0,https://www.facebook.com/marketplace/item/1703778547242155/
Accessory / non-phone,iphone xs max 256G 手機無傷 配件齊全 低價出售,"NT$3,000","Kaohsiung, Taiwan",2025-07-03,iPhone XS,256,3000.0,https://www.facebook.com/marketplace/item/1241392674099132/
Unknown model,iPhone SE2(64G黑),"$3,000","Taichung, Taiwan",2025-07-03,Unknown,64,3000.0,https://www.facebook.com/marketplace/item/10093335877418409/
Accessory / non-phone,惡魔盾手機殼 IPhone 15適用,NT$500,"Taichung, Taiwan",2025-07-03,iPhone 15,Unknown,500.0,https://www.facebook.com/marketplace/item/988357569888999/
Accessory / non-phone,台中一中賣 IPHONE13 256G 白色 電池90% 送玻璃貼跟防摔殼 要買要快唷!!!,"NT$11,500","Taichung, Taiwan",2025-07-03,iPhone 13,256,11500.0,https://www.facebook.com/marketplace/item/755176243701103/
Accessory / non-phone,［全新］iphone16 pro max uag 防摔殼,NT$800,New Taipei City,2025-07-03,iPhone 16 Pro Max,Unknown,800.0,https://www.facebook.com/marketplace/item/2533201783726293/
Accessory / non-phone,📱型號：IPhone X 🗃容量：256G 🎨顏色：白色 🔋電池：100% 🔌配件：無盒 🗺️限高屏地區面交,"NT$4,500",Pingtung,2025-07-03,iPhone X,256,4500.0,https://www.facebook.com/marketplace/item/1004549371546132/
Accessory / non-phone,犀牛盾 RHINOSHIELD iPhone SE2 7 8 手機殼 保護殼 白白日記,NT$120,"Taipei, Taiwan",2025-07-03,Unknown,Unknown,120.0,https://www.facebook.com/marketplace/item/1648077833247683/
Accessory / non-phone,(全新商品)犀牛盾 MOD NX iPhone XS/XR/XS Max /耐衝擊保護殼 /透明殼 /軍規防摔殼 /保護套/ 防摔邊框兩用殼 /雀藍色$180元,NT$180,"Taichung, Taiwan",2025-07-03,iPhone XS,Unknown,180.0,https://www.facebook.com/marketplace/item/1946469232832854/
Accessory / non-phone,iPhone 11 256gb 🔋93% 附全新手機殼/充電線,"NT$6,500","Kaohsiung, Taiwan",2025-07-03,iPhone 11,256,6500.0,https://www.facebook.com/marketplace/item/1171869807680985/
Accessory / non-phone,敬騰通訊_IPHONE 15PROMAX 256G 藍 電池92% (2422) 無盒台中實體店面安全保證 ✔️零元取機/舊機貼換,"NT$28,500","Taichung, Taiwan",2025-07-03,iPhone 15 Pro Max,256,28500.0,https://www.facebook.com/marketplace/item/1388677149083305/
Unknown model,apple iphone SE2 64G,"NT$3,500","Tainan, Taiwan",2025-07-03,Unknown,64,3500.0,https://www.facebook.com/marketplace/item/728322266503746/
Accessory / non-phone,iPhone 13 黑籃綠粉白128/256 台中自取二手可貼換,"NT$9,980","Taichung, Taiwan",2025-07-03,iPhone 13,256,9980.0,https://www.facebook.com/marketplace/item/2530065304019619/
Unknown model,iPhone SE2 128G,"NT$3,500",Miaoli,2025-07-03,Unknown,128,3500.0,https://www.facebook.com/marketplace/item/1443621030111235/
Unknown model,二手IPHONE SE3 64G 電池都90以上,"NT$6,000","Taichung, Taiwan",2025-07-03,Unknown,64,6000.0,https://www.facebook.com/marketplace/item/24463172933269201/
Unknown model,Apple iPhone SE 第三代 64G 午夜 機況漂亮很新 功能正常 電池健康度99% 原廠保固至2025-10-03 中壢火車站實體,"NT$6,500","Taoyuan District, Taoyuan",2025-07-03,Unknown,64,6500.0,https://www.facebook.com/marketplace/item/582570074646823/
Accessory / non-phone,售IPhone 全新手機玻璃防窺保護貼,NT$1,"Kaohsiung, Taiwan",2025-07-03,Unknown,Unknown,1.0,https://www.facebook.com/marketplace/item/1224509122784639/
Accessory / non-phone,【炘馳通訊】iPhone 14 128G 黑色 二手機 中古機 信用卡分期 舊機折抵貼換 門號折抵,"NT$12,500","Taichung, Taiwan",2025-07-03,iPhone 14,128,12500.0,https://www.facebook.com/marketplace/item/1124059622895495/
Accessory / non-phone,【炘馳通訊】Apple iPhone 15 128G 藍色 二手機 中古機 信用卡分期 舊機折抵貼換,"NT$16,500","Taichung, Taiwan",2025-07-03,iPhone 15,128,16500.0,https://www.facebook.com/marketplace/item/1298182535155626/
Accessory / non-phone,iPhone 13 Pro 128G 後殼已經修好 配件齊全 功能正常 電池健康 89% 低價出售,"NT$2,800","Taichung, Taiwan",2025-07-03,iPhone 13 Pro,128,2800.0,https://www.facebook.com/marketplace/item/2941753922665885/
Unknown model,【出售】：中古IPHONE,"NT$10,900","Taoyuan District, Taoyuan",2025-07-03,Unknown,Unknown,10900.0,https://www.facebook.com/marketplace/item/1429442131677518/
Accessory / non-phone,台中一中賣 IPHONE15+ 256G 寶寶粉 電池92% 送玻璃貼跟防摔殼 要買要快唷!!!,"NT$21,500","Taichung, Taiwan",2025-07-03,iPhone 15,256,21500.0,https://www.facebook.com/marketplace/item/651168687972183/
Accessory / non-phone,台中一中賣 IPHONE14PRO 128G 紫色 高容診斷電池100% 送玻璃貼跟防摔殼 要買要快唷!!!,"NT$17,500","Taichung, Taiwan",2025-07-03,iPhone 14 Pro,128,17500.0,https://www.facebook.com/marketplace/item/599629029437005/
Accessory / non-phone,敬騰通訊_IPHONE 14 128G 白 電池93% (1615) 無盒台中實體店面安全保證 ✔️零元取機/舊機貼換,"NT$12,500","Taichung, Taiwan",2025-07-03,iPhone 14,128,12500.0,https://www.facebook.com/marketplace/item/1326509132228212/
Accessory / non-phone,iphone15promax 256GB 黑86%電池 原機未拆 無傷無盒台中面交 二手可貼換 盒裝,"NT$28,800","Taichung, Taiwan",2025-07-03,iPhone 15 Pro Max,256,28800.0,https://www.facebook.com/marketplace/item/1764634731146134/
Accessory / non-phone,iPhone 14 Pro Max 256G 🔋93% 🉑舊機貼換,"NT$21,500","Taichung, Taiwan",2025-07-03,iPhone 14 Pro Max,256,21500.0,https://www.facebook.com/marketplace/item/1838997323319949/
Unknown model,台南實體店面售便宜IPHONE,"NT$16,800","Tainan, Taiwan",2025-07-03,Unknown,Unknown,16800.0,https://www.facebook.com/marketplace/item/1016889903853134/
Unknown model,售手機iPhone Se2 64G (不議價） (2),"NT$2,000","Tainan, Taiwan",2025-07-03,Unknown,64,2000.0,https://www.facebook.com/marketplace/item/603379159484674/
Accessory / non-phone,UNIU SNAP 快拍透明保護殼 for iPhone 16 Pro Max,NT$700,"Tainan, Taiwan",2025-07-03,iPhone 16 Pro Max,Unknown,700.0,https://www.facebook.com/marketplace/item/1706396039980161/
Accessory / non-phone,iPhone 15 pro防震強化TPU 透感晶亮保護殼,NT$150,"Kaohsiung, Taiwan",2025-07-03,iPhone 15 Pro,Unknown,150.0,https://www.facebook.com/marketplace/item/1231501561960429/
Accessory / non-phone,iPhone 15 四角氣墊防摔手機殼,NT$99,"Kaohsiung, Taiwan",2025-07-03,iPhone 15,Unknown,99.0,https://www.facebook.com/marketplace/item/506289065908410/
Accessory / non-phone,iPhone 11手機殼 保護殼 手機掛繩,NT$100,"Taichung, Taiwan",2025-07-03,iPhone 11,Unknown,100.0,https://www.facebook.com/marketplace/item/1371382287256725/
Accessory / non-phone,敬騰通訊_IPHONE 12 128G 白 電池100% (4616) 無盒台中實體店面安全保證 ✔️零元取機/舊機貼換,"NT$7,000","Taichung, Taiwan",2025-07-03,iPhone 12,128,7000.0,https://www.facebook.com/marketplace/item/2078843366249275/
Accessory / non-phone,敬騰通訊_IPHONE 14PROMAX 256G 黑 電池92% (1453) 無盒台中實體店面安全保證 ✔️零元取機/舊機貼換,"NT$22,000","Taichung, Taiwan",2025-07-03,iPhone 14 Pro Max,256,22000.0,https://www.facebook.com/marketplace/item/1106649101352480/
Unknown model,Iphone se3 64GB 黑,"NT$5,500",New Taipei City,2025-07-03,Unknown,64,5500.0,https://www.facebook.com/marketplace/item/1122359289732149/
Accessory / non-phone,【炘馳通訊】Apple iPhone 14 Pro Max 256G 黑色 二手機 中古機 信用卡分期 舊機貼換,"NT$21,000","Taichung, Taiwan",2025-07-03,iPhone 14 Pro Max,256,21000.0,https://www.facebook.com/marketplace/item/1356438052788767/
Accessory / non-phone,【炘馳通訊】Apple iPhone 12 128G 紅色 二手機 中古機 信用卡分期 舊機折抵貼換 信用卡分期,"NT$7,500","Taichung, Taiwan",2025-07-03,iPhone 12,128,7500.0,https://www.facebook.com/marketplace/item/1083264477045300/
Accessory / non-phone,iPhone 13 128G 電池健康 89% 配件齊全 保護的很好 無傷功能正常 可以面交,"NT$3,800","Taichung, Taiwan",2025-07-03,iPhone 13,128,3800.0,https://www.facebook.com/marketplace/item/710214928455383/
Accessory / non-phone,iphone 12 mini 256GB 黑色 配件齊全 功能正常,"NT$4,200",New Taipei City,2025-07-03,iPhone 12 mini,256,4200.0,https://www.facebook.com/marketplace/item/2287142121704481/
Accessory / non-phone,台中一中賣 IPHONE12PROMAX 256G太平洋藍 電池100% 送玻璃貼跟防摔殼 要買要快唷!!!,"NT$12,000","Taichung, Taiwan",2025-07-03,iPhone 12 Pro Max,256,12000.0,https://www.facebook.com/marketplace/item/1035982591624509/
Accessory / non-phone,UAG Plasma XTE 手機殼 iPhone 16 適用,"NT$1,200","Kaohsiung, Taiwan",2025-07-03,iPhone 16,Unknown,1200.0,https://www.facebook.com/marketplace/item/698734556262895/
Accessory / non-phone,iPhone 16 UAG 磁吸防摔保護殼,NT$500,"Taichung, Taiwan",2025-07-03,iPhone 16,Unknown,500.0,https://www.facebook.com/marketplace/item/619378397257959/
Unknown model,售iPhone SE 2020（￼第二代)128g,"NT$4,500","Kaohsiung, Taiwan",2025-07-03,Unknown,128,4500.0,https://www.facebook.com/marketplace/item/703350918931671/
Unknown model,iPhone手機收購站,"NT$30,000","Taichung, Taiwan",2025-07-03,Unknown,Unknown,30000.0,https://www.facebook.com/marketplace/item/1899454304176458/
Accessory / non-phone,iPhone 16 Pro 手機殼,NT$260,"Kaohsiung, Taiwan",2025-07-03,iPhone 16 Pro,Unknown,260.0,https://www.facebook.com/marketplace/item/24060215826950550/
Accessory / non-phone,iPhone手機蘋果手機充電器豐原,NT$200,"Taichung, Taiwan",2025-07-03,Unknown,Unknown,200.0,https://www.facebook.com/marketplace/item/606572085807187/
Accessory / non-phone,iPhone 11 手機殼,NT$30,"Taoyuan District, Taoyuan",2025-07-03,iPhone 11,Unknown,30.0,https://www.facebook.com/marketplace/item/1749110705733431/
Accessory / non-phone,敬騰通訊_IPHONE 11 64G 白 電池86% (1738) 無盒台中實體店面安全保證 ✔️零元取機/舊機貼換,"NT$5,500","Taichung, Taiwan",2025-07-03,iPhone 11,64,5500.0,https://www.facebook.com/marketplace/item/607062291983350/
Accessory / non-phone,iPhone XS 256G 太空灰 無盒 送殼+膜,"NT$5,000","Taoyuan District, Taoyuan",2025-07-03,iPhone XS,256,5000.0,https://www.facebook.com/marketplace/item/1028592895752032/
Accessory / non-phone,敬騰通訊_IPHONE 13PRO 128G 銀 電池100% (0896) 無盒台中實體店面安全保證 ✔️零元取機/舊機貼換,"NT$13,500","Taichung, Taiwan",2025-07-03,iPhone 13 Pro,128,13500.0,https://www.facebook.com/marketplace/item/1640296803236726/
Accessory / non-phone,iPhone xs max256G 功能正常 附送配件 可以面交！,"NT$2,200","Taichung, Taiwan",2025-07-03,iPhone XS,256,2200.0,https://www.facebook.com/marketplace/item/2802637023255055/
Accessory / non-phone,台南實體店面售IPHONE8到16 🉑舊機貼換 🉑刷卡 🉑無卡分期 🉑門號續約攜碼 台南實體店面,"NT$16,800","Tainan, Taiwan",2025-07-03,iPhone 8,Unknown,16800.0,https://www.facebook.com/marketplace/item/726918086609112/
Accessory / non-phone,iPhone XS Max 256G 金 功能正常 配件齊全 6.5吋,"NT$2,500",Changhua,2025-07-03,iPhone XS,256,2500.0,https://www.facebook.com/marketplace/item/2585412675138624/
